,time,frame,x,y,w,h,Rf,mx,my
0,0.64,16.0,136.0,52.0,8.0,12.0,0.357878,0.0,0.0
1,0.64,16.0,151.0,72.5,10.0,15.0,0.335765,0.0,0.0
2,0.64,16.0,168.5,71.0,15.0,16.0,0.395469,0.0,0.0
3,0.64,16.0,184.5,70.0,13.0,16.0,0.329307,0.0,0.0
4,0.64,16.0,136.0,84.5,8.0,19.0,0.339038,0.0,0.0
5,0.64,16.0,26.5,120.0,5.0,16.0,0.295224,0.0,-1.0
6,0.64,16.0,124.0,56.5,16.0,25.0,0.357219,0.0,0.0
7,0.64,16.0,120.5,91.5,17.0,25.0,0.679868,0.0,1.0
8,0.64,16.0,148.0,86.5,16.0,23.0,0.322449,0.0,0.0
9,0.64,16.0,177.5,89.5,19.0,23.0,0.289405,0.0,0.0
10,0.64,16.0,198.5,90.0,17.0,24.0,0.51186,0.0,0.0
11,0.64,16.0,260.5,86.5,37.0,37.0,0.328939,-2.0,-1.0
12,0.64,16.0,84.5,104.5,23.0,29.0,0.680168,-2.0,1.0
13,0.64,16.0,153.0,103.0,18.0,22.0,0.37074,0.0,0.0
14,0.64,16.0,177.5,101.0,19.0,22.0,0.393068,0.0,0.0
15,0.64,16.0,207.5,107.5,19.0,25.0,0.336601,0.0,0.0
16,0.64,16.0,153.0,118.5,22.0,27.0,0.449336,0.0,0.0
17,0.64,16.0,214.0,117.5,22.0,27.0,0.316135,0.0,0.0
18,0.64,16.0,68.5,139.5,31.0,37.0,0.769641,-2.0,2.0
19,0.64,16.0,152.5,133.0,25.0,26.0,0.466496,0.0,0.0
20,0.64,16.0,185.0,131.5,22.0,27.0,0.596416,0.0,0.0
21,0.64,16.0,218.0,132.0,20.0,32.0,0.454566,0.0,0.0
22,0.64,16.0,87.0,164.0,40.0,54.0,0.751062,-2.0,3.0
23,0.64,16.0,198.5,162.5,27.0,37.0,0.765441,0.0,0.0
24,0.64,16.0,230.5,160.0,27.0,34.0,0.71142,0.0,0.0
25,0.64,16.0,150.0,180.5,32.0,37.0,0.732218,0.0,0.0
26,0.64,16.0,285.0,182.0,26.0,50.0,0.727356,0.0,0.0
27,0.64,16.0,13.5,214.0,27.0,48.0,0.700251,-4.0,6.0
28,0.64,16.0,153.0,216.0,36.0,38.0,0.620029,0.0,0.0
29,0.64,16.0,240.5,108.0,41.0,58.0,0.458526,0.0,0.0
30,0.64,16.0,269.5,102.0,45.0,60.0,0.60167,-2.0,-1.0
31,0.64,16.0,250.5,193.0,41.0,54.0,0.846307,0.0,0.0
32,0.64,16.0,211.5,209.5,45.0,57.0,0.792553,0.0,0.0
33,0.76,19.0,136.0,52.0,8.0,12.0,0.357878,0.0,1.0
34,0.76,19.0,151.0,72.5,10.0,15.0,0.335765,0.0,0.0
35,0.76,19.0,168.5,71.0,15.0,16.0,0.395469,0.0,0.0
36,0.76,19.0,184.5,70.0,13.0,16.0,0.329307,0.0,0.0
37,0.76,19.0,136.0,84.5,8.0,19.0,0.339038,0.0,0.0
38,0.76,19.0,26.5,119.0,5.0,16.0,0.295224,0.0,0.0
39,0.76,19.0,124.0,56.5,16.0,25.0,0.357219,-1.0,1.0
40,0.76,19.0,120.5,92.5,17.0,25.0,0.679868,-1.0,1.0
41,0.76,19.0,148.0,86.5,16.0,23.0,0.322449,0.0,0.0
42,0.76,19.0,177.5,89.5,19.0,23.0,0.289405,0.0,0.0
43,0.76,19.0,198.5,90.0,17.0,24.0,0.51186,0.0,0.0
44,0.76,19.0,258.5,85.5,37.0,37.0,0.328939,-2.0,-1.0
45,0.76,19.0,82.5,105.5,23.0,29.0,0.680168,-1.0,3.0
46,0.76,19.0,153.0,103.0,18.0,22.0,0.37074,0.0,0.0
47,0.76,19.0,177.5,101.0,19.0,22.0,0.393068,0.0,0.0
48,0.76,19.0,207.5,107.5,19.0,25.0,0.336601,0.0,0.0
49,0.76,19.0,153.0,118.5,22.0,27.0,0.449336,0.0,0.0
50,0.76,19.0,214.0,117.5,22.0,27.0,0.316135,0.0,0.0
51,0.76,19.0,66.5,141.5,31.0,37.0,0.769641,-3.0,3.0
52,0.76,19.0,152.5,133.0,25.0,26.0,0.466496,0.0,0.0
53,0.76,19.0,185.0,131.5,22.0,27.0,0.596416,0.0,0.0
54,0.76,19.0,218.0,132.0,20.0,32.0,0.454566,0.0,0.0
55,0.76,19.0,85.0,167.0,40.0,54.0,0.751062,-2.0,4.0
56,0.76,19.0,198.5,162.5,27.0,37.0,0.765441,0.0,0.0
57,0.76,19.0,230.5,160.0,27.0,34.0,0.71142,0.0,0.0
58,0.76,19.0,150.0,180.5,32.0,37.0,0.732218,0.0,0.0
59,0.76,19.0,285.0,182.0,26.0,50.0,0.727356,0.0,0.0
60,0.76,19.0,9.5,220.0,27.0,48.0,0.700251,-5.0,6.0
61,0.76,19.0,153.0,216.0,36.0,38.0,0.620029,0.0,0.0
62,0.76,19.0,240.5,108.0,41.0,58.0,0.458526,0.0,0.0
63,0.76,19.0,267.5,101.0,45.0,60.0,0.60167,-2.0,-2.0
64,0.76,19.0,250.5,193.0,41.0,54.0,0.846307,0.0,0.0
65,0.76,19.0,211.5,209.5,45.0,57.0,0.792553,0.0,0.0
66,0.88,22.0,136.0,53.0,8.0,12.0,0.357878,-1.0,0.0
67,0.88,22.0,151.0,72.5,10.0,15.0,0.335765,0.0,0.0
68,0.88,22.0,168.5,71.0,15.0,16.0,0.395469,0.0,0.0
69,0.88,22.0,184.5,70.0,13.0,16.0,0.329307,0.0,0.0
70,0.88,22.0,136.0,84.5,8.0,19.0,0.339038,0.0,0.0
71,0.88,22.0,26.5,119.0,5.0,16.0,0.295224,0.0,-1.0
72,0.88,22.0,123.0,57.5,16.0,25.0,0.357219,-1.0,1.0
73,0.88,22.0,119.5,93.5,17.0,25.0,0.679868,0.0,2.0
74,0.88,22.0,148.0,86.5,16.0,23.0,0.322449,0.0,0.0
75,0.88,22.0,177.5,89.5,19.0,23.0,0.289405,0.0,0.0
76,0.88,22.0,198.5,90.0,17.0,24.0,0.51186,0.0,0.0
77,0.88,22.0,256.5,84.5,37.0,37.0,0.328939,-2.0,-2.0
78,0.88,22.0,81.5,108.5,23.0,29.0,0.680168,-1.0,1.0
79,0.88,22.0,153.0,103.0,18.0,22.0,0.37074,0.0,0.0
80,0.88,22.0,177.5,101.0,19.0,22.0,0.393068,0.0,0.0
81,0.88,22.0,207.5,107.5,19.0,25.0,0.336601,0.0,0.0
82,0.88,22.0,153.0,118.5,22.0,27.0,0.449336,0.0,0.0
83,0.88,22.0,214.0,117.5,22.0,27.0,0.316135,0.0,0.0
84,0.88,22.0,63.5,144.5,31.0,37.0,0.769641,-2.0,2.0
85,0.88,22.0,152.5,133.0,25.0,26.0,0.466496,0.0,0.0
86,0.88,22.0,185.0,131.5,22.0,27.0,0.596416,0.0,0.0
87,0.88,22.0,218.0,132.0,20.0,32.0,0.454566,0.0,0.0
88,0.88,22.0,83.0,171.0,40.0,54.0,0.751062,-2.0,3.0
89,0.88,22.0,198.5,162.5,27.0,37.0,0.765441,0.0,0.0
90,0.88,22.0,230.5,160.0,27.0,34.0,0.71142,0.0,0.0
91,0.88,22.0,150.0,180.5,32.0,37.0,0.732218,0.0,0.0
92,0.88,22.0,285.0,182.0,26.0,50.0,0.727356,0.0,0.0
93,0.88,22.0,4.5,226.0,27.0,48.0,0.700251,-6.0,6.0
94,0.88,22.0,153.0,216.0,36.0,38.0,0.620029,0.0,0.0
95,0.88,22.0,240.5,108.0,41.0,58.0,0.458526,0.0,0.0
96,0.88,22.0,265.5,99.0,45.0,60.0,0.60167,-3.0,-2.0
97,0.88,22.0,250.5,193.0,41.0,54.0,0.846307,0.0,0.0
98,0.88,22.0,211.5,209.5,45.0,57.0,0.792553,0.0,0.0
99,1.0,25.0,135.0,53.0,8.0,12.0,0.357878,0.0,0.0
100,1.0,25.0,151.0,72.5,10.0,15.0,0.335765,0.0,0.0
101,1.0,25.0,168.5,71.0,15.0,16.0,0.395469,0.0,0.0
102,1.0,25.0,184.5,70.0,13.0,16.0,0.329307,0.0,0.0
103,1.0,25.0,136.0,84.5,8.0,19.0,0.339038,0.0,0.0
104,1.0,25.0,26.5,118.0,5.0,16.0,0.295224,0.0,0.0
105,1.0,25.0,122.0,58.5,16.0,25.0,0.357219,0.0,0.0
106,1.0,25.0,119.5,95.5,17.0,25.0,0.679868,0.0,1.0
107,1.0,25.0,148.0,86.5,16.0,23.0,0.322449,0.0,0.0
108,1.0,25.0,177.5,89.5,19.0,23.0,0.289405,0.0,0.0
109,1.0,25.0,198.5,90.0,17.0,24.0,0.51186,0.0,0.0
110,1.0,25.0,254.5,82.5,37.0,37.0,0.328939,-2.0,-2.0
111,1.0,25.0,80.5,109.5,23.0,29.0,0.680168,-3.0,2.0
112,1.0,25.0,153.0,103.0,18.0,22.0,0.37074,0.0,0.0
113,1.0,25.0,177.5,101.0,19.0,22.0,0.393068,0.0,0.0
114,1.0,25.0,207.5,107.5,19.0,25.0,0.336601,0.0,0.0
115,1.0,25.0,153.0,118.5,22.0,27.0,0.449336,0.0,0.0
116,1.0,25.0,214.0,117.5,22.0,27.0,0.316135,0.0,0.0
117,1.0,25.0,61.5,146.5,31.0,37.0,0.769641,-3.0,3.0
118,1.0,25.0,152.5,133.0,25.0,26.0,0.466496,0.0,0.0
119,1.0,25.0,185.0,131.5,22.0,27.0,0.596416,0.0,0.0
120,1.0,25.0,218.0,132.0,20.0,32.0,0.454566,0.0,0.0
121,1.0,25.0,81.0,174.0,40.0,54.0,0.751062,-2.0,4.0
122,1.0,25.0,198.5,162.5,27.0,37.0,0.765441,0.0,0.0
123,1.0,25.0,230.5,160.0,27.0,34.0,0.71142,0.0,0.0
124,1.0,25.0,150.0,180.5,32.0,37.0,0.732218,0.0,0.0
125,1.0,25.0,285.0,182.0,26.0,50.0,0.727356,0.0,0.0
126,1.0,25.0,-1.5,232.0,27.0,48.0,0.700251,-4.0,8.0
127,1.0,25.0,153.0,216.0,36.0,38.0,0.620029,0.0,0.0
128,1.0,25.0,240.5,108.0,41.0,58.0,0.458526,0.0,0.0
129,1.0,25.0,262.5,97.0,45.0,60.0,0.60167,-3.0,-1.0
130,1.0,25.0,250.5,193.0,41.0,54.0,0.846307,0.0,0.0
131,1.0,25.0,211.5,209.5,45.0,57.0,0.792553,0.0,0.0
132,1.12,28.0,136.5,51.5,9.0,11.0,0.441845,0.0,1.0
133,1.12,28.0,151.0,73.5,10.0,15.0,0.325255,0.0,0.0
134,1.12,28.0,168.5,70.0,15.0,16.0,0.37404,0.0,0.0
135,1.12,28.0,184.5,70.0,13.0,16.0,0.316961,0.0,0.0
136,1.12,28.0,135.5,84.5,7.0,19.0,0.286239,0.0,0.0
137,1.12,28.0,121.5,58.5,19.0,29.0,0.486904,0.0,1.0
138,1.12,28.0,147.5,87.5,15.0,23.0,0.345887,0.0,0.0
139,1.12,28.0,178.5,90.5,19.0,23.0,0.272995,0.0,0.0
140,1.12,28.0,199.5,90.5,19.0,25.0,0.605206,0.0,0.0
141,1.12,28.0,80.5,107.0,27.0,30.0,0.507946,-2.0,2.0
142,1.12,28.0,117.5,97.5,17.0,25.0,0.621056,-1.0,2.0
143,1.12,28.0,153.5,103.0,17.0,22.0,0.349405,0.0,0.0
144,1.12,28.0,178.0,101.5,20.0,23.0,0.375171,0.0,0.0
145,1.12,28.0,208.0,107.5,18.0,25.0,0.311406,0.0,0.0
146,1.12,28.0,227.5,101.0,25.0,46.0,0.282503,0.0,0.0
147,1.12,28.0,154.0,119.0,22.0,26.0,0.489711,0.0,0.0
148,1.12,28.0,214.0,118.5,22.0,27.0,0.323891,0.0,0.0
149,1.12,28.0,249.0,117.0,32.0,48.0,0.501782,0.0,0.0
150,1.12,28.0,153.5,132.5,25.0,25.0,0.508188,0.0,0.0
151,1.12,28.0,184.5,130.5,21.0,27.0,0.606613,0.0,0.0
152,1.12,28.0,217.5,132.0,21.0,32.0,0.519759,0.0,0.0
153,1.12,28.0,55.5,152.0,39.0,40.0,0.775917,-3.0,3.0
154,1.12,28.0,288.0,150.5,20.0,27.0,0.262804,-3.0,-3.0
155,1.12,28.0,199.0,162.5,28.0,37.0,0.757661,0.0,0.0
156,1.12,28.0,231.0,161.0,26.0,34.0,0.697166,0.0,0.0
157,1.12,28.0,149.5,179.5,31.0,37.0,0.720713,0.0,0.0
158,1.12,28.0,284.5,181.5,27.0,51.0,0.739069,0.0,0.0
159,1.12,28.0,152.5,216.0,35.0,38.0,0.635374,0.0,0.0
160,1.12,28.0,262.5,92.5,47.0,51.0,0.641363,-2.0,-1.0
161,1.12,28.0,80.5,177.5,45.0,53.0,0.743224,-2.0,4.0
162,1.12,28.0,251.0,192.5,42.0,55.0,0.840366,0.0,0.0
163,1.12,28.0,211.5,210.0,45.0,56.0,0.796835,0.0,0.0
164,1.24,31.0,136.5,52.5,9.0,11.0,0.441845,0.0,-1.0
165,1.24,31.0,151.0,73.5,10.0,15.0,0.325255,0.0,0.0
166,1.24,31.0,168.5,70.0,15.0,16.0,0.37404,0.0,0.0
167,1.24,31.0,184.5,70.0,13.0,16.0,0.316961,0.0,0.0
168,1.24,31.0,135.5,84.5,7.0,19.0,0.286239,0.0,0.0
169,1.24,31.0,121.5,59.5,19.0,29.0,0.486904,-1.0,1.0
170,1.24,31.0,147.5,87.5,15.0,23.0,0.345887,0.0,0.0
171,1.24,31.0,178.5,90.5,19.0,23.0,0.272995,0.0,0.0
172,1.24,31.0,199.5,90.5,19.0,25.0,0.605206,0.0,0.0
173,1.24,31.0,78.5,109.0,27.0,30.0,0.507946,-2.0,2.0
174,1.24,31.0,116.5,99.5,17.0,25.0,0.621056,-1.0,1.0
175,1.24,31.0,153.5,103.0,17.0,22.0,0.349405,0.0,0.0
176,1.24,31.0,178.0,101.5,20.0,23.0,0.375171,0.0,0.0
177,1.24,31.0,208.0,107.5,18.0,25.0,0.311406,0.0,0.0
178,1.24,31.0,227.5,101.0,25.0,46.0,0.282503,0.0,0.0
179,1.24,31.0,154.0,119.0,22.0,26.0,0.489711,0.0,0.0
180,1.24,31.0,214.0,118.5,22.0,27.0,0.323891,0.0,0.0
181,1.24,31.0,249.0,117.0,32.0,48.0,0.501782,0.0,0.0
182,1.24,31.0,153.5,132.5,25.0,25.0,0.508188,0.0,0.0
183,1.24,31.0,184.5,130.5,21.0,27.0,0.606613,0.0,0.0
184,1.24,31.0,217.5,132.0,21.0,32.0,0.519759,0.0,0.0
185,1.24,31.0,52.5,155.0,39.0,40.0,0.775917,-5.0,4.0
186,1.24,31.0,285.0,147.5,20.0,27.0,0.262804,-3.0,-2.0
187,1.24,31.0,199.0,162.5,28.0,37.0,0.757661,0.0,0.0
188,1.24,31.0,231.0,161.0,26.0,34.0,0.697166,0.0,0.0
189,1.24,31.0,149.5,179.5,31.0,37.0,0.720713,0.0,0.0
190,1.24,31.0,284.5,181.5,27.0,51.0,0.739069,0.0,0.0
191,1.24,31.0,152.5,216.0,35.0,38.0,0.635374,0.0,0.0
192,1.24,31.0,260.5,91.5,47.0,51.0,0.641363,-1.0,0.0
193,1.24,31.0,78.5,181.5,45.0,53.0,0.743224,-3.0,4.0
194,1.24,31.0,251.0,192.5,42.0,55.0,0.840366,0.0,0.0
195,1.24,31.0,211.5,210.0,45.0,56.0,0.796835,0.0,0.0
196,1.36,34.0,136.5,51.5,9.0,11.0,0.441845,0.0,1.0
197,1.36,34.0,151.0,73.5,10.0,15.0,0.325255,0.0,0.0
198,1.36,34.0,168.5,70.0,15.0,16.0,0.37404,0.0,0.0
199,1.36,34.0,184.5,70.0,13.0,16.0,0.316961,0.0,0.0
200,1.36,34.0,135.5,84.5,7.0,19.0,0.286239,0.0,0.0
201,1.36,34.0,120.5,60.5,19.0,29.0,0.486904,-1.0,0.0
202,1.36,34.0,147.5,87.5,15.0,23.0,0.345887,0.0,0.0
203,1.36,34.0,178.5,90.5,19.0,23.0,0.272995,0.0,0.0
204,1.36,34.0,199.5,90.5,19.0,25.0,0.605206,0.0,0.0
205,1.36,34.0,76.5,111.0,27.0,30.0,0.507946,-2.0,2.0
206,1.36,34.0,115.5,100.5,17.0,25.0,0.621056,0.0,1.0
207,1.36,34.0,153.5,103.0,17.0,22.0,0.349405,0.0,0.0
208,1.36,34.0,178.0,101.5,20.0,23.0,0.375171,0.0,0.0
209,1.36,34.0,208.0,107.5,18.0,25.0,0.311406,0.0,0.0
210,1.36,34.0,227.5,101.0,25.0,46.0,0.282503,0.0,0.0
211,1.36,34.0,154.0,119.0,22.0,26.0,0.489711,0.0,0.0
212,1.36,34.0,214.0,118.5,22.0,27.0,0.323891,0.0,0.0
213,1.36,34.0,249.0,117.0,32.0,48.0,0.501782,0.0,0.0
214,1.36,34.0,153.5,132.5,25.0,25.0,0.508188,0.0,0.0
215,1.36,34.0,184.5,130.5,21.0,27.0,0.606613,0.0,0.0
216,1.36,34.0,217.5,132.0,21.0,32.0,0.519759,0.0,0.0
217,1.36,34.0,47.5,159.0,39.0,40.0,0.775917,-3.0,3.0
218,1.36,34.0,282.0,145.5,20.0,27.0,0.262804,-3.0,-3.0
219,1.36,34.0,199.0,162.5,28.0,37.0,0.757661,0.0,0.0
220,1.36,34.0,231.0,161.0,26.0,34.0,0.697166,0.0,0.0
221,1.36,34.0,149.5,179.5,31.0,37.0,0.720713,0.0,0.0
222,1.36,34.0,284.5,181.5,27.0,51.0,0.739069,0.0,0.0
223,1.36,34.0,152.5,216.0,35.0,38.0,0.635374,0.0,0.0
224,1.36,34.0,259.5,91.5,47.0,51.0,0.641363,-2.0,-2.0
225,1.36,34.0,75.5,185.5,45.0,53.0,0.743224,-2.0,4.0
226,1.36,34.0,251.0,192.5,42.0,55.0,0.840366,0.0,0.0
227,1.36,34.0,211.5,210.0,45.0,56.0,0.796835,0.0,0.0
228,1.48,37.0,136.5,52.5,9.0,11.0,0.441845,-1.0,0.0
229,1.48,37.0,151.0,73.5,10.0,15.0,0.325255,0.0,0.0
230,1.48,37.0,168.5,70.0,15.0,16.0,0.37404,0.0,0.0
231,1.48,37.0,184.5,70.0,13.0,16.0,0.316961,0.0,0.0
232,1.48,37.0,135.5,84.5,7.0,19.0,0.286239,0.0,0.0
233,1.48,37.0,119.5,60.5,19.0,29.0,0.486904,0.0,0.0
234,1.48,37.0,147.5,87.5,15.0,23.0,0.345887,0.0,0.0
235,1.48,37.0,178.5,90.5,19.0,23.0,0.272995,0.0,0.0
236,1.48,37.0,199.5,90.5,19.0,25.0,0.605206,0.0,0.0
237,1.48,37.0,74.5,113.0,27.0,30.0,0.507946,-3.0,2.0
238,1.48,37.0,115.5,101.5,17.0,25.0,0.621056,-1.0,3.0
239,1.48,37.0,153.5,103.0,17.0,22.0,0.349405,0.0,0.0
240,1.48,37.0,178.0,101.5,20.0,23.0,0.375171,0.0,0.0
241,1.48,37.0,208.0,107.5,18.0,25.0,0.311406,0.0,0.0
242,1.48,37.0,227.5,101.0,25.0,46.0,0.282503,0.0,0.0
243,1.48,37.0,154.0,119.0,22.0,26.0,0.489711,0.0,0.0
244,1.48,37.0,214.0,118.5,22.0,27.0,0.323891,0.0,0.0
245,1.48,37.0,249.0,117.0,32.0,48.0,0.501782,0.0,0.0
246,1.48,37.0,153.5,132.5,25.0,25.0,0.508188,0.0,0.0
247,1.48,37.0,184.5,130.5,21.0,27.0,0.606613,0.0,0.0
248,1.48,37.0,217.5,132.0,21.0,32.0,0.519759,0.0,0.0
249,1.48,37.0,44.5,162.0,39.0,40.0,0.775917,-4.0,4.0
250,1.48,37.0,279.0,142.5,20.0,27.0,0.262804,-3.0,-4.0
251,1.48,37.0,199.0,162.5,28.0,37.0,0.757661,0.0,0.0
252,1.48,37.0,231.0,161.0,26.0,34.0,0.697166,0.0,0.0
253,1.48,37.0,149.5,179.5,31.0,37.0,0.720713,0.0,0.0
254,1.48,37.0,284.5,181.5,27.0,51.0,0.739069,0.0,0.0
255,1.48,37.0,152.5,216.0,35.0,38.0,0.635374,0.0,0.0
256,1.48,37.0,257.5,89.5,47.0,51.0,0.641363,-2.0,-1.0
257,1.48,37.0,73.5,189.5,45.0,53.0,0.743224,-3.0,4.0
258,1.48,37.0,251.0,192.5,42.0,55.0,0.840366,0.0,0.0
259,1.48,37.0,211.5,210.0,45.0,56.0,0.796835,0.0,0.0
260,1.6,40.0,135.5,52.0,9.0,12.0,0.493663,0.0,1.0
261,1.6,40.0,150.5,74.0,9.0,14.0,0.379328,0.0,0.0
262,1.6,40.0,168.0,70.5,14.0,17.0,0.391003,0.0,0.0
263,1.6,40.0,185.0,69.5,14.0,15.0,0.382377,0.0,0.0
264,1.6,40.0,225.0,69.5,10.0,13.0,0.383302,0.0,0.0
265,1.6,40.0,137.0,85.5,8.0,19.0,0.291308,0.0,0.0
266,1.6,40.0,25.5,116.0,5.0,20.0,0.33886,0.0,0.0
267,1.6,40.0,120.0,60.5,20.0,33.0,0.295126,0.0,1.0
268,1.6,40.0,146.5,87.5,15.0,23.0,0.381382,0.0,0.0
269,1.6,40.0,179.0,90.0,20.0,24.0,0.282751,0.0,0.0
270,1.6,40.0,198.5,89.5,19.0,25.0,0.586788,0.0,0.0
271,1.6,40.0,259.5,88.5,37.0,41.0,0.598946,-1.0,-1.0
272,1.6,40.0,111.5,102.0,17.0,32.0,0.678036,-1.0,2.0
273,1.6,40.0,153.0,102.5,18.0,23.0,0.339604,0.0,0.0
274,1.6,40.0,178.0,101.0,20.0,22.0,0.39497,0.0,0.0
275,1.6,40.0,208.0,106.5,20.0,25.0,0.35019,0.0,0.0
276,1.6,40.0,228.5,101.0,23.0,40.0,0.253227,0.0,0.0
277,1.6,40.0,71.0,119.5,34.0,37.0,0.752388,-2.0,2.0
278,1.6,40.0,153.5,118.0,21.0,26.0,0.498415,0.0,0.0
279,1.6,40.0,214.0,118.5,22.0,27.0,0.300919,0.0,0.0
280,1.6,40.0,249.0,119.0,30.0,44.0,0.331008,0.0,0.0
281,1.6,40.0,152.5,133.5,25.0,25.0,0.560263,0.0,0.0
282,1.6,40.0,185.0,131.5,22.0,27.0,0.641701,0.0,0.0
283,1.6,40.0,217.5,132.0,21.0,32.0,0.49834,0.0,0.0
284,1.6,40.0,280.5,139.0,25.0,32.0,0.480689,-2.0,-2.0
285,1.6,40.0,40.5,166.0,45.0,48.0,0.692973,-4.0,4.0
286,1.6,40.0,199.0,163.0,28.0,38.0,0.755936,0.0,0.0
287,1.6,40.0,231.5,160.0,27.0,34.0,0.711114,0.0,0.0
288,1.6,40.0,148.5,180.0,31.0,36.0,0.708113,0.0,0.0
289,1.6,40.0,285.0,181.5,28.0,49.0,0.777395,0.0,0.0
290,1.6,40.0,152.5,216.0,35.0,38.0,0.638965,0.0,0.0
291,1.6,40.0,69.5,195.0,49.0,62.0,0.671294,-3.0,5.0
292,1.6,40.0,250.5,192.5,43.0,55.0,0.840906,0.0,0.0
293,1.6,40.0,211.5,209.5,45.0,57.0,0.807233,0.0,0.0
294,1.72,43.0,135.5,53.0,9.0,12.0,0.493663,0.0,0.0
295,1.72,43.0,150.5,74.0,9.0,14.0,0.379328,0.0,0.0
296,1.72,43.0,168.0,70.5,14.0,17.0,0.391003,0.0,0.0
297,1.72,43.0,185.0,69.5,14.0,15.0,0.382377,0.0,0.0
298,1.72,43.0,225.0,69.5,10.0,13.0,0.383302,-1.0,-1.0
299,1.72,43.0,137.0,85.5,8.0,19.0,0.291308,0.0,0.0
300,1.72,43.0,25.5,116.0,5.0,20.0,0.33886,0.0,-1.0
301,1.72,43.0,120.0,61.5,20.0,33.0,0.295126,-1.0,1.0
302,1.72,43.0,146.5,87.5,15.0,23.0,0.381382,0.0,0.0
303,1.72,43.0,179.0,90.0,20.0,24.0,0.282751,0.0,0.0
304,1.72,43.0,198.5,89.5,19.0,25.0,0.586788,0.0,0.0
305,1.72,43.0,258.5,87.5,37.0,41.0,0.598946,-3.0,0.0
306,1.72,43.0,110.5,104.0,17.0,32.0,0.678036,-2.0,2.0
307,1.72,43.0,153.0,102.5,18.0,23.0,0.339604,0.0,0.0
308,1.72,43.0,178.0,101.0,20.0,22.0,0.39497,0.0,0.0
309,1.72,43.0,208.0,106.5,20.0,25.0,0.35019,0.0,0.0
310,1.72,43.0,228.5,101.0,23.0,40.0,0.253227,0.0,0.0
311,1.72,43.0,69.0,121.5,34.0,37.0,0.752388,-3.0,3.0
312,1.72,43.0,153.5,118.0,21.0,26.0,0.498415,0.0,0.0
313,1.72,43.0,214.0,118.5,22.0,27.0,0.300919,0.0,0.0
314,1.72,43.0,249.0,119.0,30.0,44.0,0.331008,0.0,0.0
315,1.72,43.0,152.5,133.5,25.0,25.0,0.560263,0.0,0.0
316,1.72,43.0,185.0,131.5,22.0,27.0,0.641701,0.0,0.0
317,1.72,43.0,217.5,132.0,21.0,32.0,0.49834,0.0,0.0
318,1.72,43.0,278.5,137.0,25.0,32.0,0.480689,-3.0,-3.0
319,1.72,43.0,36.5,170.0,45.0,48.0,0.692973,-4.0,4.0
320,1.72,43.0,199.0,163.0,28.0,38.0,0.755936,0.0,0.0
321,1.72,43.0,231.5,160.0,27.0,34.0,0.711114,0.0,0.0
322,1.72,43.0,148.5,180.0,31.0,36.0,0.708113,0.0,0.0
323,1.72,43.0,285.0,181.5,28.0,49.0,0.777395,0.0,0.0
324,1.72,43.0,152.5,216.0,35.0,38.0,0.638965,0.0,0.0
325,1.72,43.0,66.5,200.0,49.0,62.0,0.671294,-5.0,4.0
326,1.72,43.0,250.5,192.5,43.0,55.0,0.840906,0.0,0.0
327,1.72,43.0,211.5,209.5,45.0,57.0,0.807233,0.0,0.0
328,1.84,46.0,135.5,53.0,9.0,12.0,0.493663,-1.0,0.0
329,1.84,46.0,150.5,74.0,9.0,14.0,0.379328,0.0,0.0
330,1.84,46.0,168.0,70.5,14.0,17.0,0.391003,0.0,0.0
331,1.84,46.0,185.0,69.5,14.0,15.0,0.382377,0.0,0.0
332,1.84,46.0,224.0,68.5,10.0,13.0,0.383302,0.0,-1.0
333,1.84,46.0,137.0,85.5,8.0,19.0,0.291308,0.0,0.0
334,1.84,46.0,25.5,115.0,5.0,20.0,0.33886,0.0,-1.0
335,1.84,46.0,119.0,62.5,20.0,33.0,0.295126,-1.0,0.0
336,1.84,46.0,146.5,87.5,15.0,23.0,0.381382,0.0,0.0
337,1.84,46.0,179.0,90.0,20.0,24.0,0.282751,0.0,0.0
338,1.84,46.0,198.5,89.5,19.0,25.0,0.586788,0.0,0.0
339,1.84,46.0,255.5,87.5,37.0,41.0,0.598946,-1.0,-2.0
340,1.84,46.0,108.5,106.0,17.0,32.0,0.678036,-1.0,2.0
341,1.84,46.0,153.0,102.5,18.0,23.0,0.339604,0.0,0.0
342,1.84,46.0,178.0,101.0,20.0,22.0,0.39497,0.0,0.0
343,1.84,46.0,208.0,106.5,20.0,25.0,0.35019,0.0,0.0
344,1.84,46.0,228.5,101.0,23.0,40.0,0.253227,0.0,0.0
345,1.84,46.0,66.0,124.5,34.0,37.0,0.752388,-3.0,1.0
346,1.84,46.0,153.5,118.0,21.0,26.0,0.498415,0.0,0.0
347,1.84,46.0,214.0,118.5,22.0,27.0,0.300919,0.0,0.0
348,1.84,46.0,249.0,119.0,30.0,44.0,0.331008,0.0,0.0
349,1.84,46.0,152.5,133.5,25.0,25.0,0.560263,0.0,0.0
350,1.84,46.0,185.0,131.5,22.0,27.0,0.641701,0.0,0.0
351,1.84,46.0,217.5,132.0,21.0,32.0,0.49834,0.0,0.0
352,1.84,46.0,275.5,134.0,25.0,32.0,0.480689,-2.0,-3.0
353,1.84,46.0,32.5,174.0,45.0,48.0,0.692973,-5.0,4.0
354,1.84,46.0,199.0,163.0,28.0,38.0,0.755936,0.0,0.0
