,time,frame,x,y,w,h,Rf,mx,my
0,3.04,76.0,298.0,115.5,26.0,37.0,0.315333,0.0,0.0
1,3.16,79.0,298.0,115.5,26.0,37.0,0.315333,0.0,0.0
2,3.28,82.0,298.0,115.5,26.0,37.0,0.315333,0.0,0.0
3,3.4,85.0,298.0,115.5,26.0,37.0,0.315333,0.0,0.0
4,4.48,112.0,312.0,106.0,14.0,42.0,0.293236,0.0,0.0
5,4.48,112.0,299.5,115.5,27.0,39.0,0.379157,0.0,0.0
6,4.6,115.0,312.0,106.0,14.0,42.0,0.293236,0.0,0.0
7,4.6,115.0,299.5,115.5,27.0,39.0,0.379157,0.0,0.0
8,4.72,118.0,312.0,106.0,14.0,42.0,0.293236,0.0,0.0
9,4.72,118.0,299.5,115.5,27.0,39.0,0.379157,0.0,0.0
10,4.84,121.0,312.0,106.0,14.0,42.0,0.293236,0.0,0.0
11,4.84,121.0,299.5,115.5,27.0,39.0,0.379157,0.0,0.0
12,4.96,124.0,279.5,114.0,33.0,36.0,0.33538,0.0,0.0
13,4.96,124.0,296.5,114.5,29.0,39.0,0.300697,0.0,0.0
14,5.08,127.0,279.5,114.0,33.0,36.0,0.33538,0.0,0.0
15,5.08,127.0,296.5,114.5,29.0,39.0,0.300697,0.0,0.0
16,5.2,130.0,279.5,114.0,33.0,36.0,0.33538,0.0,0.0
17,5.2,130.0,296.5,114.5,29.0,39.0,0.300697,0.0,0.0
18,5.32,133.0,279.5,114.0,33.0,36.0,0.33538,0.0,0.0
19,5.32,133.0,296.5,114.5,29.0,39.0,0.300697,0.0,0.0
20,5.44,136.0,280.0,115.0,38.0,36.0,0.268571,0.0,0.0
21,5.44,136.0,295.5,115.0,31.0,40.0,0.260064,0.0,0.0
22,5.56,139.0,280.0,115.0,38.0,36.0,0.268571,0.0,0.0
23,5.56,139.0,295.5,115.0,31.0,40.0,0.260064,0.0,0.0
24,5.68,142.0,280.0,115.0,38.0,36.0,0.268571,1.0,1.0
25,5.68,142.0,295.5,115.0,31.0,40.0,0.260064,0.0,0.0
26,5.8,145.0,281.0,116.0,38.0,36.0,0.268571,0.0,0.0
27,5.8,145.0,295.5,115.0,31.0,40.0,0.260064,0.0,0.0
28,7.36,184.0,296.5,116.0,29.0,38.0,0.349607,0.0,0.0
29,7.36,184.0,310.5,117.0,17.0,54.0,0.31191,0.0,0.0
30,7.48,187.0,296.5,116.0,29.0,38.0,0.349607,0.0,0.0
31,7.48,187.0,310.5,117.0,17.0,54.0,0.31191,0.0,0.0
32,7.6,190.0,296.5,116.0,29.0,38.0,0.349607,0.0,0.0
33,7.6,190.0,310.5,117.0,17.0,54.0,0.31191,0.0,0.0
34,7.72,193.0,296.5,116.0,29.0,38.0,0.349607,0.0,0.0
35,7.72,193.0,310.5,117.0,17.0,54.0,0.31191,0.0,0.0
36,7.84,196.0,295.0,115.5,30.0,37.0,0.252726,0.0,0.0
37,7.96,199.0,295.0,115.5,30.0,37.0,0.252726,0.0,0.0
38,8.08,202.0,295.0,115.5,30.0,37.0,0.252726,0.0,0.0
39,8.2,205.0,295.0,115.5,30.0,37.0,0.252726,0.0,0.0
40,8.32,208.0,296.0,115.5,28.0,37.0,0.254506,0.0,0.0
41,8.44,211.0,296.0,115.5,28.0,37.0,0.254506,0.0,0.0
42,8.56,214.0,296.0,115.5,28.0,37.0,0.254506,0.0,0.0
43,8.68,217.0,296.0,115.5,28.0,37.0,0.254506,0.0,0.0
44,8.8,220.0,295.5,116.5,29.0,35.0,0.288711,0.0,0.0
45,8.92,223.0,295.5,116.5,29.0,35.0,0.288711,0.0,0.0
46,9.04,226.0,295.5,116.5,29.0,35.0,0.288711,0.0,0.0
47,9.16,229.0,295.5,116.5,29.0,35.0,0.288711,0.0,0.0
48,12.16,304.0,295.5,116.5,29.0,35.0,0.257806,0.0,0.0
49,12.28,307.0,295.5,116.5,29.0,35.0,0.257806,0.0,0.0
50,12.4,310.0,295.5,116.5,29.0,35.0,0.257806,0.0,0.0
51,12.52,313.0,295.5,116.5,29.0,35.0,0.257806,0.0,0.0
52,12.64,316.0,297.0,116.0,26.0,34.0,0.285694,0.0,0.0
53,12.76,319.0,297.0,116.0,26.0,34.0,0.285694,0.0,0.0
54,12.88,322.0,297.0,116.0,26.0,34.0,0.285694,0.0,0.0
55,13.0,325.0,297.0,116.0,26.0,34.0,0.285694,0.0,0.0
56,13.12,328.0,312.0,105.0,14.0,46.0,0.301158,0.0,0.0
57,13.12,328.0,279.0,114.0,36.0,34.0,0.384312,-1.0,-1.0
58,13.12,328.0,297.0,115.5,28.0,37.0,0.297756,0.0,0.0
59,13.24,331.0,312.0,105.0,14.0,46.0,0.301158,0.0,0.0
60,13.24,331.0,278.0,113.0,36.0,34.0,0.384312,0.0,0.0
61,13.24,331.0,297.0,115.5,28.0,37.0,0.297756,0.0,0.0
62,13.36,334.0,312.0,105.0,14.0,46.0,0.301158,0.0,0.0
63,13.36,334.0,278.0,113.0,36.0,34.0,0.384312,-1.0,-1.0
64,13.36,334.0,297.0,115.5,28.0,37.0,0.297756,0.0,0.0
65,13.48,337.0,312.0,105.0,14.0,46.0,0.301158,0.0,0.0
66,13.48,337.0,277.0,112.0,36.0,34.0,0.384312,-1.0,-1.0
67,13.48,337.0,297.0,115.5,28.0,37.0,0.297756,0.0,0.0
68,13.6,340.0,278.0,108.5,30.0,37.0,0.374772,-1.0,-1.0
69,13.6,340.0,296.0,115.5,32.0,39.0,0.364684,0.0,0.0
70,13.72,343.0,277.0,107.5,30.0,37.0,0.374772,-1.0,0.0
71,13.72,343.0,296.0,115.5,32.0,39.0,0.364684,0.0,0.0
72,13.84,346.0,276.0,107.5,30.0,37.0,0.374772,-1.0,-1.0
73,13.84,346.0,296.0,115.5,32.0,39.0,0.364684,0.0,0.0
74,13.96,349.0,275.0,106.5,30.0,37.0,0.374772,0.0,-1.0
75,13.96,349.0,296.0,115.5,32.0,39.0,0.364684,0.0,0.0
76,14.08,352.0,292.5,107.0,29.0,36.0,0.288692,0.0,0.0
77,14.2,355.0,292.5,107.0,29.0,36.0,0.288692,0.0,0.0
78,14.32,358.0,292.5,107.0,29.0,36.0,0.288692,0.0,0.0
79,14.44,361.0,292.5,107.0,29.0,36.0,0.288692,0.0,0.0
80,14.56,364.0,267.5,104.5,31.0,37.0,0.516162,0.0,-1.0
81,14.56,364.0,294.0,107.0,26.0,34.0,0.275037,0.0,0.0
82,14.56,364.0,312.0,105.0,14.0,40.0,0.287037,0.0,0.0
83,14.68,367.0,267.5,103.5,31.0,37.0,0.516162,0.0,1.0
84,14.68,367.0,294.0,107.0,26.0,34.0,0.275037,0.0,0.0
85,14.68,367.0,312.0,105.0,14.0,40.0,0.287037,0.0,0.0
86,14.8,370.0,267.5,104.5,31.0,37.0,0.516162,0.0,0.0
87,14.8,370.0,294.0,107.0,26.0,34.0,0.275037,0.0,0.0
88,14.8,370.0,312.0,105.0,14.0,40.0,0.287037,0.0,0.0
89,14.92,373.0,267.5,104.5,31.0,37.0,0.516162,0.0,0.0
90,14.92,373.0,294.0,107.0,26.0,34.0,0.275037,0.0,0.0
91,14.92,373.0,312.0,105.0,14.0,40.0,0.287037,0.0,0.0
92,15.04,376.0,267.0,101.5,30.0,41.0,0.515644,0.0,0.0
93,15.04,376.0,311.5,105.5,15.0,39.0,0.260863,0.0,0.0
94,15.16,379.0,267.0,101.5,30.0,41.0,0.515644,1.0,0.0
95,15.16,379.0,311.5,105.5,15.0,39.0,0.260863,0.0,0.0
96,15.28,382.0,268.0,101.5,30.0,41.0,0.515644,1.0,0.0
97,15.28,382.0,311.5,105.5,15.0,39.0,0.260863,0.0,0.0
98,15.4,385.0,269.0,101.5,30.0,41.0,0.515644,0.0,0.0
99,15.4,385.0,311.5,105.5,15.0,39.0,0.260863,0.0,0.0
100,15.52,388.0,273.0,101.5,30.0,39.0,0.469803,0.0,0.0
101,15.52,388.0,312.0,106.0,14.0,44.0,0.360238,0.0,0.0
102,15.64,391.0,273.0,101.5,30.0,39.0,0.469803,0.0,-1.0
103,15.64,391.0,312.0,106.0,14.0,44.0,0.360238,0.0,0.0
104,15.76,394.0,273.0,100.5,30.0,39.0,0.469803,0.0,-1.0
105,15.76,394.0,312.0,106.0,14.0,44.0,0.360238,0.0,0.0
106,15.88,397.0,273.0,99.5,30.0,39.0,0.469803,-1.0,1.0
107,15.88,397.0,312.0,106.0,14.0,44.0,0.360238,0.0,0.0
108,16.48,412.0,279.0,101.0,34.0,40.0,0.481333,0.0,1.0
109,16.48,412.0,292.5,104.5,29.0,39.0,0.33634,0.0,0.0
110,16.48,412.0,311.5,105.0,15.0,40.0,0.351546,0.0,0.0
111,16.48,412.0,217.5,123.0,25.0,30.0,0.25372,0.0,0.0
112,16.48,412.0,298.5,116.5,27.0,37.0,0.252216,0.0,0.0
113,16.6,415.0,279.0,102.0,34.0,40.0,0.481333,1.0,2.0
114,16.6,415.0,292.5,104.5,29.0,39.0,0.33634,0.0,0.0
115,16.6,415.0,311.5,105.0,15.0,40.0,0.351546,0.0,0.0
116,16.6,415.0,217.5,123.0,25.0,30.0,0.25372,0.0,0.0
117,16.6,415.0,298.5,116.5,27.0,37.0,0.252216,0.0,0.0
118,16.72,418.0,280.0,104.0,34.0,40.0,0.481333,1.0,3.0
119,16.72,418.0,292.5,104.5,29.0,39.0,0.33634,0.0,0.0
120,16.72,418.0,311.5,105.0,15.0,40.0,0.351546,0.0,0.0
121,16.72,418.0,217.5,123.0,25.0,30.0,0.25372,0.0,0.0
122,16.72,418.0,298.5,116.5,27.0,37.0,0.252216,0.0,0.0
123,16.84,421.0,281.0,107.0,34.0,40.0,0.481333,2.0,2.0
124,16.84,421.0,292.5,104.5,29.0,39.0,0.33634,0.0,0.0
125,16.84,421.0,311.5,105.0,15.0,40.0,0.351546,0.0,0.0
126,16.84,421.0,217.5,123.0,25.0,30.0,0.25372,0.0,0.0
127,16.84,421.0,298.5,116.5,27.0,37.0,0.252216,0.0,0.0
128,17.44,436.0,297.5,113.5,27.0,37.0,0.326476,0.0,0.0
129,17.44,436.0,309.5,118.0,19.0,48.0,0.260974,0.0,0.0
130,17.56,439.0,297.5,113.5,27.0,37.0,0.326476,0.0,0.0
131,17.56,439.0,309.5,118.0,19.0,48.0,0.260974,0.0,0.0
132,17.68,442.0,297.5,113.5,27.0,37.0,0.326476,0.0,0.0
133,17.68,442.0,309.5,118.0,19.0,48.0,0.260974,0.0,0.0
134,17.8,445.0,297.5,113.5,27.0,37.0,0.326476,0.0,0.0
135,17.8,445.0,309.5,118.0,19.0,48.0,0.260974,0.0,0.0
136,18.88,472.0,298.0,115.0,26.0,40.0,0.319024,0.0,0.0
137,19.0,475.0,298.0,115.0,26.0,40.0,0.319024,0.0,0.0
138,19.12,478.0,298.0,115.0,26.0,40.0,0.319024,0.0,0.0
139,19.24,481.0,298.0,115.0,26.0,40.0,0.319024,0.0,0.0
140,19.36,484.0,280.5,106.5,35.0,37.0,0.280216,0.0,-1.0
141,19.48,487.0,280.5,105.5,35.0,37.0,0.280216,-1.0,-1.0
142,19.6,490.0,279.5,104.5,35.0,37.0,0.280216,1.0,0.0
143,19.72,493.0,280.5,104.5,35.0,37.0,0.280216,-1.0,0.0
144,20.32,508.0,293.0,105.0,30.0,40.0,0.307128,0.0,0.0
145,20.44,511.0,293.0,105.0,30.0,40.0,0.307128,0.0,0.0
146,20.56,514.0,293.0,105.0,30.0,40.0,0.307128,0.0,0.0
147,20.68,517.0,293.0,105.0,30.0,40.0,0.307128,0.0,0.0
148,20.8,520.0,299.0,115.5,26.0,35.0,0.266764,0.0,0.0
149,20.92,523.0,299.0,115.5,26.0,35.0,0.266764,0.0,0.0
150,21.04,526.0,299.0,115.5,26.0,35.0,0.266764,0.0,0.0
151,21.16,529.0,299.0,115.5,26.0,35.0,0.266764,0.0,0.0
152,21.28,532.0,292.0,108.5,28.0,35.0,0.368318,1.0,1.0
153,21.4,535.0,293.0,109.5,28.0,35.0,0.368318,0.0,0.0
154,21.52,538.0,293.0,109.5,28.0,35.0,0.368318,0.0,0.0
155,21.64,541.0,293.0,109.5,28.0,35.0,0.368318,0.0,0.0
156,21.76,544.0,291.0,115.0,36.0,40.0,0.332885,0.0,0.0
157,21.88,547.0,291.0,115.0,36.0,40.0,0.332885,-1.0,-1.0
158,22.0,550.0,290.0,114.0,36.0,40.0,0.332885,-1.0,0.0
159,22.12,553.0,289.0,114.0,36.0,40.0,0.332885,0.0,0.0
160,22.24,556.0,279.0,103.5,38.0,37.0,0.363999,-1.0,-1.0
161,22.24,556.0,312.0,105.0,14.0,42.0,0.251291,0.0,0.0
162,22.24,556.0,221.0,120.5,28.0,25.0,0.27325,0.0,0.0
163,22.36,559.0,278.0,102.5,38.0,37.0,0.363999,0.0,-2.0
164,22.36,559.0,312.0,105.0,14.0,42.0,0.251291,0.0,0.0
165,22.36,559.0,221.0,120.5,28.0,25.0,0.27325,0.0,0.0
166,22.48,562.0,278.0,100.5,38.0,37.0,0.363999,-3.0,-5.0
167,22.48,562.0,312.0,105.0,14.0,42.0,0.251291,0.0,0.0
168,22.48,562.0,221.0,120.5,28.0,25.0,0.27325,0.0,0.0
169,22.6,565.0,275.0,95.5,38.0,37.0,0.363999,-1.0,-1.0
170,22.6,565.0,312.0,105.0,14.0,42.0,0.251291,0.0,0.0
171,22.6,565.0,221.0,120.5,28.0,25.0,0.27325,0.0,0.0
172,22.72,568.0,275.5,86.5,27.0,43.0,0.274969,0.0,0.0
173,22.72,568.0,222.0,120.5,28.0,25.0,0.257208,0.0,0.0
174,22.84,571.0,275.5,86.5,27.0,43.0,0.274969,-1.0,-1.0
175,22.84,571.0,222.0,120.5,28.0,25.0,0.257208,0.0,0.0
176,22.96,574.0,274.5,85.5,27.0,43.0,0.274969,-1.0,2.0
177,22.96,574.0,222.0,120.5,28.0,25.0,0.257208,0.0,0.0
178,23.08,577.0,273.5,87.5,27.0,43.0,0.274969,0.0,0.0
179,23.08,577.0,222.0,120.5,28.0,25.0,0.257208,0.0,0.0
180,23.2,580.0,299.0,118.0,28.0,40.0,0.256531,0.0,0.0
181,23.32,583.0,299.0,118.0,28.0,40.0,0.256531,0.0,0.0
182,23.44,586.0,299.0,118.0,28.0,40.0,0.256531,0.0,0.0
183,23.56,589.0,299.0,118.0,28.0,40.0,0.256531,0.0,0.0
184,33.76,844.0,262.0,81.0,36.0,58.0,0.648919,0.0,0.0
185,33.88,847.0,262.0,81.0,36.0,58.0,0.648919,0.0,0.0
186,34.0,850.0,262.0,81.0,36.0,58.0,0.648919,0.0,0.0
187,34.12,853.0,262.0,81.0,36.0,58.0,0.648919,0.0,1.0
188,34.24,856.0,260.5,81.0,31.0,52.0,0.454238,0.0,1.0
189,34.36,859.0,260.5,82.0,31.0,52.0,0.454238,0.0,0.0
190,34.48,862.0,260.5,82.0,31.0,52.0,0.454238,1.0,1.0
191,34.6,865.0,261.5,83.0,31.0,52.0,0.454238,1.0,1.0
192,34.72,868.0,261.0,84.5,34.0,49.0,0.57096,0.0,1.0
193,34.84,871.0,261.0,85.5,34.0,49.0,0.57096,1.0,1.0
194,34.96,874.0,262.0,86.5,34.0,49.0,0.57096,0.0,0.0
195,35.08,877.0,262.0,86.5,34.0,49.0,0.57096,0.0,0.0
196,35.2,880.0,261.5,88.0,37.0,54.0,0.560061,0.0,1.0
197,35.32,883.0,261.5,89.0,37.0,54.0,0.560061,0.0,0.0
198,35.44,886.0,261.5,89.0,37.0,54.0,0.560061,0.0,1.0
199,35.56,889.0,261.5,90.0,37.0,54.0,0.560061,1.0,0.0
200,35.68,892.0,263.0,89.5,36.0,55.0,0.705527,0.0,1.0
201,35.68,892.0,311.5,105.5,15.0,43.0,0.349103,0.0,0.0
202,35.8,895.0,263.0,90.5,36.0,55.0,0.705527,0.0,-1.0
203,35.8,895.0,311.5,105.5,15.0,43.0,0.349103,0.0,0.0
204,35.92,898.0,263.0,89.5,36.0,55.0,0.705527,1.0,2.0
205,35.92,898.0,311.5,105.5,15.0,43.0,0.349103,0.0,0.0
206,36.04,901.0,264.0,91.5,36.0,55.0,0.705527,0.0,1.0
207,36.04,901.0,311.5,105.5,15.0,43.0,0.349103,0.0,0.0
208,36.16,904.0,263.0,98.0,34.0,46.0,0.628549,1.0,1.0
209,36.16,904.0,311.5,105.0,15.0,42.0,0.30739,0.0,0.0
210,36.28,907.0,264.0,99.0,34.0,46.0,0.628549,1.0,0.0
211,36.28,907.0,311.5,105.0,15.0,42.0,0.30739,0.0,0.0
212,36.4,910.0,265.0,99.0,34.0,46.0,0.628549,1.0,1.0
213,36.4,910.0,311.5,105.0,15.0,42.0,0.30739,0.0,0.0
214,36.52,913.0,266.0,100.0,34.0,46.0,0.628549,1.0,0.0
215,36.52,913.0,311.5,105.0,15.0,42.0,0.30739,0.0,0.0
216,36.64,916.0,266.0,103.5,38.0,37.0,0.458501,0.0,1.0
217,36.64,916.0,311.0,105.0,16.0,40.0,0.265894,0.0,0.0
218,36.64,916.0,217.0,121.5,26.0,31.0,0.253471,0.0,0.0
219,36.64,916.0,298.0,116.5,28.0,39.0,0.275482,0.0,0.0
220,36.76,919.0,266.0,104.5,38.0,37.0,0.458501,1.0,-1.0
221,36.76,919.0,311.0,105.0,16.0,40.0,0.265894,0.0,0.0
222,36.76,919.0,217.0,121.5,26.0,31.0,0.253471,0.0,0.0
223,36.76,919.0,298.0,116.5,28.0,39.0,0.275482,0.0,0.0
224,36.88,922.0,267.0,103.5,38.0,37.0,0.458501,0.0,1.0
225,36.88,922.0,311.0,105.0,16.0,40.0,0.265894,0.0,0.0
226,36.88,922.0,217.0,121.5,26.0,31.0,0.253471,0.0,0.0
227,36.88,922.0,298.0,116.5,28.0,39.0,0.275482,0.0,0.0
228,37.0,925.0,267.0,104.5,38.0,37.0,0.458501,0.0,-1.0
229,37.0,925.0,311.0,105.0,16.0,40.0,0.265894,0.0,0.0
230,37.0,925.0,217.0,121.5,26.0,31.0,0.253471,0.0,0.0
231,37.0,925.0,298.0,116.5,28.0,39.0,0.275482,0.0,0.0
232,37.12,928.0,268.0,105.5,28.0,37.0,0.450047,0.0,0.0
233,37.12,928.0,294.5,106.0,27.0,36.0,0.253909,0.0,0.0
234,37.12,928.0,309.5,117.0,19.0,48.0,0.315298,0.0,0.0
235,37.24,931.0,268.0,105.5,28.0,37.0,0.450047,0.0,0.0
236,37.24,931.0,294.5,106.0,27.0,36.0,0.253909,0.0,0.0
237,37.24,931.0,309.5,117.0,19.0,48.0,0.315298,0.0,0.0
238,37.36,934.0,268.0,105.5,28.0,37.0,0.450047,0.0,1.0
239,37.36,934.0,294.5,106.0,27.0,36.0,0.253909,0.0,0.0
240,37.36,934.0,309.5,117.0,19.0,48.0,0.315298,0.0,0.0
241,37.48,937.0,268.0,106.5,28.0,37.0,0.450047,0.0,-1.0
242,37.48,937.0,294.5,106.0,27.0,36.0,0.253909,0.0,0.0
243,37.48,937.0,309.5,117.0,19.0,48.0,0.315298,0.0,0.0
244,37.6,940.0,274.0,104.0,32.0,38.0,0.513748,0.0,0.0
245,37.6,940.0,295.0,106.5,28.0,35.0,0.300004,0.0,0.0
246,37.6,940.0,311.5,105.0,15.0,40.0,0.295541,0.0,0.0
247,37.72,943.0,274.0,104.0,32.0,38.0,0.513748,0.0,0.0
248,37.72,943.0,295.0,106.5,28.0,35.0,0.300004,0.0,0.0
249,37.72,943.0,311.5,105.0,15.0,40.0,0.295541,0.0,0.0
250,37.84,946.0,274.0,104.0,32.0,38.0,0.513748,1.0,0.0
251,37.84,946.0,295.0,106.5,28.0,35.0,0.300004,0.0,0.0
252,37.84,946.0,311.5,105.0,15.0,40.0,0.295541,0.0,0.0
253,37.96,949.0,275.0,104.0,32.0,38.0,0.513748,0.0,1.0
254,37.96,949.0,295.0,106.5,28.0,35.0,0.300004,0.0,0.0
255,37.96,949.0,311.5,105.0,15.0,40.0,0.295541,0.0,0.0
256,38.08,952.0,277.5,105.0,33.0,38.0,0.495222,0.0,0.0
257,38.08,952.0,298.0,116.0,28.0,40.0,0.302121,0.0,0.0
258,38.2,955.0,277.5,105.0,33.0,38.0,0.495222,0.0,0.0
259,38.2,955.0,298.0,116.0,28.0,40.0,0.302121,0.0,0.0
260,38.32,958.0,277.5,105.0,33.0,38.0,0.495222,0.0,0.0
261,38.32,958.0,298.0,116.0,28.0,40.0,0.302121,0.0,0.0
262,38.44,961.0,277.5,105.0,33.0,38.0,0.495222,1.0,1.0
263,38.44,961.0,298.0,116.0,28.0,40.0,0.302121,0.0,0.0
264,38.56,964.0,278.0,106.0,28.0,36.0,0.501485,0.0,0.0
265,38.56,964.0,298.0,115.0,26.0,42.0,0.322622,0.0,0.0
266,38.56,964.0,309.0,116.5,20.0,47.0,0.29538,0.0,0.0
267,38.68,967.0,278.0,106.0,28.0,36.0,0.501485,0.0,0.0
268,38.68,967.0,298.0,115.0,26.0,42.0,0.322622,0.0,0.0
269,38.68,967.0,309.0,116.5,20.0,47.0,0.29538,0.0,0.0
270,38.8,970.0,278.0,106.0,28.0,36.0,0.501485,0.0,0.0
271,38.8,970.0,298.0,115.0,26.0,42.0,0.322622,0.0,0.0
272,38.8,970.0,309.0,116.5,20.0,47.0,0.29538,0.0,0.0
273,38.92,973.0,278.0,106.0,28.0,36.0,0.501485,0.0,0.0
274,38.92,973.0,298.0,115.0,26.0,42.0,0.322622,0.0,0.0
275,38.92,973.0,309.0,116.5,20.0,47.0,0.29538,0.0,0.0
276,39.04,976.0,278.5,106.0,33.0,36.0,0.551993,0.0,0.0
277,39.04,976.0,221.5,120.5,27.0,27.0,0.300752,0.0,0.0
278,39.04,976.0,298.0,115.0,26.0,42.0,0.336091,0.0,0.0
279,39.04,976.0,292.5,136.0,43.0,84.0,0.251044,0.0,0.0
280,39.16,979.0,278.5,106.0,33.0,36.0,0.551993,0.0,0.0
281,39.16,979.0,221.5,120.5,27.0,27.0,0.300752,0.0,0.0
282,39.16,979.0,298.0,115.0,26.0,42.0,0.336091,0.0,0.0
283,39.16,979.0,292.5,136.0,43.0,84.0,0.251044,0.0,0.0
284,39.28,982.0,278.5,106.0,33.0,36.0,0.551993,0.0,0.0
285,39.28,982.0,221.5,120.5,27.0,27.0,0.300752,0.0,0.0
286,39.28,982.0,298.0,115.0,26.0,42.0,0.336091,0.0,0.0
287,39.28,982.0,292.5,136.0,43.0,84.0,0.251044,0.0,0.0
288,39.4,985.0,278.5,106.0,33.0,36.0,0.551993,0.0,0.0
289,39.4,985.0,221.5,120.5,27.0,27.0,0.300752,0.0,0.0
290,39.4,985.0,298.0,115.0,26.0,42.0,0.336091,0.0,0.0
291,39.4,985.0,292.5,136.0,43.0,84.0,0.251044,0.0,0.0
292,39.52,988.0,279.0,106.0,30.0,36.0,0.523323,0.0,0.0
293,39.52,988.0,298.5,116.0,29.0,40.0,0.350855,0.0,0.0
294,39.52,988.0,309.0,116.0,20.0,44.0,0.289043,0.0,0.0
295,39.64,991.0,279.0,106.0,30.0,36.0,0.523323,0.0,0.0
296,39.64,991.0,298.5,116.0,29.0,40.0,0.350855,0.0,0.0
297,39.64,991.0,309.0,116.0,20.0,44.0,0.289043,0.0,0.0
298,39.76,994.0,279.0,106.0,30.0,36.0,0.523323,0.0,0.0
299,39.76,994.0,298.5,116.0,29.0,40.0,0.350855,0.0,0.0
300,39.76,994.0,309.0,116.0,20.0,44.0,0.289043,0.0,0.0
301,39.88,997.0,279.0,106.0,30.0,36.0,0.523323,0.0,0.0
302,39.88,997.0,298.5,116.0,29.0,40.0,0.350855,0.0,0.0
303,39.88,997.0,309.0,116.0,20.0,44.0,0.289043,0.0,0.0
304,40.0,1000.0,278.0,106.0,32.0,36.0,0.51537,0.0,0.0
305,40.0,1000.0,298.0,116.0,30.0,40.0,0.364933,0.0,0.0
306,40.12,1003.0,278.0,106.0,32.0,36.0,0.51537,-1.0,0.0
307,40.12,1003.0,298.0,116.0,30.0,40.0,0.364933,0.0,0.0
308,40.24,1006.0,277.0,106.0,32.0,36.0,0.51537,0.0,0.0
309,40.24,1006.0,298.0,116.0,30.0,40.0,0.364933,0.0,0.0
310,40.36,1009.0,277.0,106.0,32.0,36.0,0.51537,0.0,0.0
311,40.36,1009.0,298.0,116.0,30.0,40.0,0.364933,0.0,0.0
312,40.48,1012.0,275.5,107.0,33.0,34.0,0.405076,0.0,0.0
313,40.48,1012.0,296.0,115.0,32.0,40.0,0.318802,0.0,0.0
314,40.6,1015.0,275.5,107.0,33.0,34.0,0.405076,0.0,-1.0
315,40.6,1015.0,296.0,115.0,32.0,40.0,0.318802,0.0,0.0
316,40.72,1018.0,275.5,106.0,33.0,34.0,0.405076,0.0,0.0
317,40.72,1018.0,296.0,115.0,32.0,40.0,0.318802,0.0,0.0
318,40.84,1021.0,275.5,106.0,33.0,34.0,0.405076,0.0,0.0
319,40.84,1021.0,296.0,115.0,32.0,40.0,0.318802,0.0,0.0
320,40.96,1024.0,277.5,104.0,33.0,38.0,0.490527,0.0,0.0
321,40.96,1024.0,293.5,106.5,27.0,37.0,0.31673,0.0,0.0
322,40.96,1024.0,312.0,105.0,14.0,42.0,0.368515,0.0,0.0
323,41.08,1027.0,277.5,104.0,33.0,38.0,0.490527,1.0,0.0
324,41.08,1027.0,293.5,106.5,27.0,37.0,0.31673,0.0,0.0
325,41.08,1027.0,312.0,105.0,14.0,42.0,0.368515,0.0,0.0
326,41.2,1030.0,278.5,104.0,33.0,38.0,0.490527,-1.0,0.0
327,41.2,1030.0,293.5,106.5,27.0,37.0,0.31673,0.0,0.0
328,41.2,1030.0,312.0,105.0,14.0,42.0,0.368515,0.0,0.0
329,41.32,1033.0,277.5,104.0,33.0,38.0,0.490527,2.0,1.0
330,41.32,1033.0,293.5,106.5,27.0,37.0,0.31673,0.0,0.0
331,41.32,1033.0,312.0,105.0,14.0,42.0,0.368515,0.0,0.0
332,41.44,1036.0,275.0,104.0,30.0,40.0,0.542739,1.0,1.0
333,41.44,1036.0,294.5,105.5,21.0,37.0,0.395045,0.0,0.0
334,41.44,1036.0,312.0,104.5,14.0,41.0,0.39025,0.0,0.0
335,41.56,1039.0,276.0,105.0,30.0,40.0,0.542739,2.0,1.0
336,41.56,1039.0,294.5,105.5,21.0,37.0,0.395045,0.0,0.0
337,41.56,1039.0,312.0,104.5,14.0,41.0,0.39025,0.0,0.0
338,41.68,1042.0,278.0,106.0,30.0,40.0,0.542739,2.0,1.0
339,41.68,1042.0,294.5,105.5,21.0,37.0,0.395045,0.0,0.0
340,41.68,1042.0,312.0,104.5,14.0,41.0,0.39025,0.0,0.0
341,41.8,1045.0,280.0,107.0,30.0,40.0,0.542739,2.0,1.0
342,41.8,1045.0,294.5,105.5,21.0,37.0,0.395045,1.0,0.0
343,41.8,1045.0,312.0,104.5,14.0,41.0,0.39025,0.0,0.0
344,41.92,1048.0,312.0,106.0,14.0,42.0,0.300571,0.0,0.0
345,41.92,1048.0,297.5,115.5,29.0,43.0,0.358867,1.0,0.0
346,42.04,1051.0,312.0,106.0,14.0,42.0,0.300571,0.0,0.0
347,42.04,1051.0,298.5,115.5,29.0,43.0,0.358867,-1.0,1.0
348,42.16,1054.0,312.0,106.0,14.0,42.0,0.300571,0.0,0.0
349,42.16,1054.0,297.5,116.5,29.0,43.0,0.358867,1.0,-1.0
350,42.28,1057.0,312.0,106.0,14.0,42.0,0.300571,0.0,0.0
351,42.28,1057.0,298.5,115.5,29.0,43.0,0.358867,-1.0,0.0
352,42.4,1060.0,295.0,115.5,30.0,39.0,0.382215,1.0,0.0
353,42.52,1063.0,296.0,115.5,30.0,39.0,0.382215,0.0,1.0
354,42.64,1066.0,296.0,116.5,30.0,39.0,0.382215,0.0,-1.0
